pff_PLAYID,pff_GAMEID,pff_EXPECTED_POINTS_ADDED,target_name,offense,week,down,quarter,distance,game_clock,completion,yards
6694940,29298,3.191,Sam West,MSST,9,3,1,10,5:20,1,13
6695228,29298,1.061,DeAndre Moore Jr.,TXUN,9,1,1,10,5:14,1,12
6695308,29298,-1.133,Quintrevion Wisner,TXUN,9,1,1,15,4:20,1,-3
6695487,29298,-1.147,Jack Endries,TXUN,9,2,1,18,3:54,1,-1
6695509,29298,-0.553,Ryan Wingo,TXUN,9,3,1,19,3:14,0,0
6695867,29298,1.743,DeAndre Moore Jr.,TXUN,9,3,1,8,0:08,1,14
6696151,29298,-1.183,Ryan Wingo,TXUN,9,3,2,6,13:52,0,0
6696453,29298,1.833,Parker Livingstone,TXUN,9,3,2,1,12:47,1,1
6696670,29298,2.831,Anthony Evans III,MSST,9,2,2,8,12:16,1,26
6687017,29300,0.73,Hayden Eligon II,ILNW,9,2,4,10,11:59,1,8
6687097,29300,1,Hayden Eligon II,ILNW,9,0,4,0,11:16,1,3
6687293,29300,-5.893,Dane Key,NEUN,9,1,4,10,11:16,0,0
6687326,29300,-0.205,Joseph Himon II,ILNW,9,1,4,10,11:10,1,3
6687472,29300,-4.025,Griffin Wilde,ILNW,9,3,4,12,9:19,0,0
6687722,29300,-0.88,Nyziah Hunter,NEUN,9,1,4,10,9:11,0,0
6687786,29300,2.169,Emmett Johnson,NEUN,9,3,4,7,8:29,1,7
6687864,29300,-0.856,Nyziah Hunter,NEUN,9,2,4,8,7:21,1,1
6687904,29300,2.404,Nyziah Hunter,NEUN,9,3,4,7,6:41,1,19
6687990,29300,-0.765,Dane Key,NEUN,9,2,4,7,5:37,0,0
6688050,29300,1.388,Dane Key,NEUN,9,3,4,7,5:31,1,13
6688199,29300,1.516,Jacory Barney Jr.,NEUN,9,3,4,5,3:32,1,7
6688800,29300,1.138,Griffin Wilde,ILNW,9,1,4,10,2:40,1,13
6688829,29300,1.587,Hunter Welcing,ILNW,9,1,4,10,2:13,1,22
6689002,29300,-0.749,Hunter Welcing,ILNW,9,1,4,10,2:00,0,0
6689038,29300,-0.249,Joseph Himon II,ILNW,9,2,4,10,1:54,1,4
6689060,29300,-1.939,Caleb Komolafe,ILNW,9,3,4,6,1:22,0,0
6689116,29300,-2.675,Griffin Wilde,ILNW,9,4,4,6,1:19,0,0
6687016,29303,1.323,Jahmal Edrine,VAUN,9,1,4,10,11:25,1,9
6687034,29303,-1.263,Trell Harris,VAUN,9,2,4,1,11:07,0,0
6687095,29303,-0.914,Jayden Thomas,VAUN,9,1,4,10,10:30,0,0
6687159,29303,-1.631,J'Mari Taylor,VAUN,9,3,4,8,9:50,1,0
6687343,29303,-0.448,Madrid Tucker,NCUN,9,2,4,8,8:16,1,4
6687426,29303,-0.184,Madrid Tucker,NCUN,9,2,4,1,5:52,1,6
6687451,29303,0.304,Jordan Shipp,NCUN,9,1,4,10,5:27,1,6
6687891,29303,2.08,Trell Harris,VAUN,9,2,4,7,2:24,0,0
6687946,29303,1.303,Jahmal Edrine,VAUN,9,1,4,10,2:20,1,15
6687963,29303,-0.914,Sage Ennis,VAUN,9,1,4,10,2:01,0,0
6688371,29303,-0.378,Madrid Tucker,NCUN,9,1,4,10,0:56,1,3
6688396,29303,-1.511,Jordan Shipp,NCUN,9,2,4,7,0:33,0,0
6688625,29303,-1.765,Madrid Tucker,NCUN,9,1,4,10,0:22,0,0
6688962,29303,1.325,Sage Ennis,VAUN,9,1,5,10,15:00,1,9
6689033,29303,-0.504,Jahmal Edrine,VAUN,9,1,5,10,14:40,0,0
6689648,29303,2.772,Davion Gause,NCUN,9,3,5,7,13:00,1,9
6689723,29303,-1,Benjamin Hall,NCUN,9,0,5,0,12:50,1,2
6687140,29305,-1,Tory Blaylock,OKUN,9,0,3,0,1:04,0,0
6687241,29305,1.335,Kewan Lacy,MSUN,9,1,3,10,1:04,1,9
6687275,29305,-1.893,Luke Hasz,MSUN,9,3,3,1,0:07,0,0
6687312,29305,3.211,Dae'Quan Wright,MSUN,9,4,3,1,0:02,1,7
6687490,29305,3.14,Winston Watkins Jr.,MSUN,9,2,4,9,14:35,1,40
6687815,29305,-1.057,Dae'Quan Wright,MSUN,9,2,4,6,13:15,1,-2
6687924,29305,2.871,Trace Bruckler,MSUN,9,2,4,8,11:39,1,8
6687954,29305,-1,Caleb Odom,MSUN,9,0,4,0,11:33,0,0
6688266,29305,-1.358,Deion Burks,OKUN,9,3,4,10,8:53,0,0
6688763,29305,-0.258,Harrison Wallace III,MSUN,9,2,4,10,7:58,1,5
6688786,29305,-1.039,Harrison Wallace III,MSUN,9,3,4,5,7:21,0,0
6689064,29305,2.174,Winston Watkins Jr.,MSUN,9,1,4,10,7:01,1,43
6689369,29305,1.186,Deion Burks,OKUN,9,1,4,10,4:09,1,9
6689383,29305,0.601,Jaren Kanak,OKUN,9,2,4,1,3:46,1,16
6689416,29305,0,JV Gibson,OKUN,9,1,4,10,3:19,0,0
6689507,29305,-1.016,Isaiah Sategna III,OKUN,9,2,4,10,2:39,0,0
6689543,29305,2.49,JV Gibson,OKUN,9,3,4,10,2:34,0,0
6689879,29305,-1.379,Jaren Kanak,OKUN,9,3,4,5,1:40,0,0
6689903,29305,-2.974,JV Gibson,OKUN,9,4,4,5,1:35,0,0
6690282,29305,-0.977,JV Gibson,OKUN,9,1,4,10,1:03,0,0
6690342,29305,2.684,Xavier Robinson,OKUN,9,2,4,10,0:59,1,21
6690374,29305,0.831,Jaren Kanak,OKUN,9,1,4,10,0:50,1,8
6690695,29305,3.06,Isaiah Sategna III,OKUN,9,4,4,2,0:21,1,9
6690815,29305,-0.963,JV Gibson,OKUN,9,2,4,10,0:12,0,0
6690851,29305,0,Elijah Thomas,OKUN,9,3,4,10,0:06,0,0
6690229,29308,-0.776,Hollywood Smothers,NCST,9,2,1,10,14:35,1,2
6690235,29308,-0.98,Terrell Anderson,NCST,9,3,1,8,13:58,0,0
6690273,29308,1.172,Kenny Johnson,PAPT,9,1,1,10,13:42,1,9
6690288,29308,-0.426,Desmond Reid,PAPT,9,2,1,1,13:21,1,7
6690347,29308,-0.776,Raphael Williams Jr.,PAPT,9,2,1,7,12:32,0,0
6690402,29308,3.255,Cataurus Hicks,PAPT,9,3,1,7,12:25,1,29
6691009,29308,-0.948,Wesley Grimes,NCST,9,1,1,10,11:08,0,0
6691022,29308,-1.05,Justin Joly,NCST,9,2,1,10,11:04,0,0
6691038,29308,-0.389,Terrell Anderson,NCST,9,3,1,10,11:00,1,6
6691301,29308,-0.965,Kenny Johnson,PAPT,9,1,1,10,10:06,0,0
6691392,29308,1.421,Cataurus Hicks,PAPT,9,3,1,6,9:41,0,0
6691658,29308,-0.454,Cataurus Hicks,PAPT,9,1,1,10,9:03,1,2
6691940,29308,3.175,Raphael Williams Jr.,PAPT,9,3,1,13,8:00,1,22
6691957,29308,0.452,Kenny Johnson,PAPT,9,1,1,10,7:34,0,0
6692029,29308,0.197,Cataurus Hicks,PAPT,9,1,1,10,7:27,1,5
6692081,29308,-0.577,Kenny Johnson,PAPT,9,2,1,5,6:52,0,0
6692405,29308,1.998,Hollywood Smothers,NCST,9,1,1,10,6:00,1,24
6692428,29308,-0.494,Teddy Hoffmann,NCST,9,1,1,10,5:30,1,2
6692439,29308,1.448,Terrell Anderson,NCST,9,2,1,8,4:57,1,13
6692481,29308,-0.552,Justin Joly,NCST,9,1,1,10,4:23,1,1
6692522,29308,1.036,Teddy Hoffmann,NCST,9,2,1,9,3:49,1,9
6692564,29308,3.163,Justin Joly,NCST,9,1,1,10,3:15,1,25
6692866,29308,1.999,Kenny Johnson,PAPT,9,2,1,10,2:28,1,12
6692947,29308,1.749,Kenny Johnson,PAPT,9,1,1,15,1:54,1,13
6692968,29308,1.162,Kenny Johnson,PAPT,9,2,1,2,1:27,1,23
6693097,29308,1.802,Kenny Johnson,PAPT,9,2,1,6,0:21,1,19
6693871,29308,-0.678,Censere Lee,PAPT,9,1,2,16,14:14,0,0
6693940,29308,-0.455,Censere Lee,PAPT,9,3,2,11,13:34,0,0
6694208,29308,-0.92,Wesley Grimes,NCST,9,1,2,10,13:18,0,0
6694253,29308,0.113,Justin Joly,NCST,9,2,2,10,13:12,1,6
6694297,29308,1.797,Justin Joly,NCST,9,3,2,4,12:40,1,7
6694335,29308,-0.824,Wesley Grimes,NCST,9,1,2,10,11:59,1,0
6694379,29308,-2.261,Noah Rogers,NCST,9,3,2,6,10:46,0,0
6694586,29308,-0.119,Malachi Thomas,PAPT,9,1,2,10,10:34,1,5
6694600,29308,-1.198,Raphael Williams Jr.,PAPT,9,2,2,5,9:57,0,0
6694647,29308,3.863,Kenny Johnson,PAPT,9,3,2,5,9:52,1,26
6694675,29308,0.936,Desmond Reid,PAPT,9,1,2,10,9:25,1,16
6694799,29308,0.702,Deuce Spann,PAPT,9,2,2,2,8:10,1,28
6694832,29308,1.633,Raphael Williams Jr.,PAPT,9,1,2,7,7:21,1,7
6695154,29308,-0.591,Justin Joly,NCST,9,2,2,9,6:41,1,3
6695161,29308,-1.106,Hollywood Smothers,NCST,9,3,2,6,6:06,0,0
6695253,29308,-0.91,Justin Holmes,PAPT,9,1,2,10,5:49,0,0
6695287,29308,-1.153,Raphael Williams Jr.,PAPT,9,2,2,10,5:45,0,0
6695335,29308,-1.119,Kenny Johnson,PAPT,9,3,2,10,5:42,0,0
6695713,29308,5.296,Justin Joly,NCST,9,1,2,10,3:30,1,59
6695938,29308,2.404,Bryce Yates,PAPT,9,2,2,8,2:54,1,8
6696013,29308,-0.272,Justin Holmes,PAPT,9,1,2,10,2:40,1,3
6696180,29308,-0.981,Cataurus Hicks,PAPT,9,2,2,7,2:00,0,0
6696215,29308,-0.326,Desmond Reid,PAPT,9,3,2,7,1:55,1,5
6696296,29308,2.707,Justin Holmes,PAPT,9,4,2,2,1:26,1,19
6696344,29308,0.661,Raphael Williams Jr.,PAPT,9,2,2,9,0:42,1,12
6696355,29308,2.107,Kenny Johnson,PAPT,9,1,2,10,0:20,1,10
6687007,29309,-0.77,EJ Horton Jr.,INPU,9,2,4,8,4:59,0,0
6687052,29309,1.534,Nitro Tuggle,INPU,9,3,4,8,4:53,0,0
6687120,29309,2.181,Nitro Tuggle,INPU,9,1,4,10,4:49,1,14
6687296,29309,2.568,KJ Duff,NJRU,9,1,4,10,4:43,1,32
6687389,29309,2.796,Ben Black,NJRU,9,4,4,2,2:06,1,16
6687539,29309,0.951,DT Sheffield,NJRU,9,1,4,10,2:00,1,8
6687887,29309,-0.615,Kenny Fletcher Jr.,NJRU,9,2,4,5,1:19,0,0
6688239,29309,-5.945,Ryan Browne,INPU,9,1,4,10,1:06,1,-3
6691196,29311,-0.971,Vandrevius Jacobs,SCUN,9,1,1,10,14:54,0,0
6691209,29311,-0.068,Rahsul Faison,SCUN,9,2,1,10,14:49,1,6
6691237,29311,1.956,Vandrevius Jacobs,SCUN,9,3,1,4,14:18,0,0
6691443,29311,0.601,Rahsul Faison,SCUN,9,1,1,10,12:37,1,12
6691486,29311,0.806,Matt Fuller,SCUN,9,1,1,10,12:04,1,8
6691513,29311,-0.694,Nyck Harbor,SCUN,9,2,1,2,11:28,0,0
6691651,29311,0.812,Donovan Murph,SCUN,9,2,1,9,10:10,1,15
6692637,29311,-8.087,Rahsul Faison,SCUN,9,1,1,10,5:27,0,0
6693039,29311,0.417,Jayden Sellers,SCUN,9,2,1,13,4:45,1,9
6693061,29311,-1.692,Brady Hunt,SCUN,9,3,1,4,4:06,0,0
6693201,29311,-0.948,Ryan Coleman-Williams,ALUN,9,1,1,10,3:50,0,0
6693246,29311,-0.023,Rico Scott,ALUN,9,2,1,10,3:42,1,6
6693278,29311,-1.416,Rico Scott,ALUN,9,3,1,4,3:12,0,0
6693531,29311,2.522,Rahsul Faison,SCUN,9,1,1,15,2:04,1,33
6693556,29311,-0.607,Jordan Dingle,SCUN,9,1,1,10,1:23,0,0
6693682,29311,-1.33,Donovan Murph,SCUN,9,3,1,9,0:36,1,6
6694176,29311,0.45,Isaiah Horton,ALUN,9,3,2,24,13:35,1,19
6694360,29311,4.183,Daniel Hill,ALUN,9,3,2,19,13:13,1,21
6694396,29311,1.703,Ryan Coleman-Williams,ALUN,9,1,2,10,12:27,1,25
6694633,29311,0.818,Brady Hunt,SCUN,9,1,2,10,11:36,1,14
6694700,29311,0.978,Brady Hunt,SCUN,9,2,2,9,10:42,1,8
6694809,29311,-0.872,Mazeo Bennett Jr.,SCUN,9,2,2,14,8:23,0,0
6695129,29311,4.034,Jayden Sellers,SCUN,9,4,2,12,7:33,1,22
6695247,29311,1.164,Donovan Murph,SCUN,9,1,2,20,6:42,1,0
6695403,29311,-0.718,Jared Brown,SCUN,9,2,2,23,5:17,0,0
6695490,29311,-0.226,Jordan Dingle,SCUN,9,3,2,23,5:12,1,8
6695803,29311,0.998,Germie Bernard,ALUN,9,1,2,10,4:17,1,11
6695833,29311,1.566,Ryan Coleman-Williams,ALUN,9,1,2,10,3:53,1,19
6695936,29311,3.962,Daniel Hill,ALUN,9,3,2,7,3:01,1,41
6696212,29311,-0.845,Ryan Coleman-Williams,ALUN,9,3,2,3,1:55,0,0
6696246,29311,3.383,Josh Cuevas,ALUN,9,4,2,3,1:50,1,3
6696413,29311,-1.084,Oscar Adaway III,SCUN,9,2,2,19,1:39,0,0
6696449,29311,-0.279,Jayden Sellers,SCUN,9,3,2,19,1:35,0,0
6696521,29311,-0.943,Rico Scott,ALUN,9,1,2,10,1:23,0,0
6696556,29311,0.721,Josh Cuevas,ALUN,9,2,2,10,1:18,1,8
6696567,29311,1.274,Ryan Coleman-Williams,ALUN,9,3,2,2,0:56,1,5
6696577,29311,-0.866,Ryan Coleman-Williams,ALUN,9,1,2,10,0:51,0,0
6696606,29311,1.291,Daniel Hill,ALUN,9,2,2,10,0:45,1,9
6696633,29311,-1.745,Germie Bernard,ALUN,9,3,2,1,0:33,0,0
6694305,29313,-0.426,Gavin Freeman,OKST,9,2,1,10,14:41,1,4
6694327,29313,-1.041,Sesi Vailahi,OKST,9,3,1,6,14:04,1,5
6694450,29313,2.481,J'Koby Williams,TXTC,9,1,1,10,13:07,1,26
6694708,29313,1.198,Quinton Stewart,OKST,9,2,1,6,12:19,1,7
6694804,29313,-1.59,Shamar Rigby,OKST,9,3,1,7,10:29,0,0
6695038,29313,-1.409,J'Koby Williams,TXTC,9,1,1,10,10:13,1,-3
6695055,29313,-1.127,Caleb Douglas,TXTC,9,2,1,13,9:52,0,0
6695091,29313,-0.119,Cameron Dickey,TXTC,9,3,1,13,9:43,1,7
6695180,29313,1.295,Gavin Freeman,OKST,9,1,1,10,9:00,1,15
6695608,29313,-1.19,Caleb Douglas,TXTC,9,2,1,7,7:02,0,0
6695675,29313,-0.197,Coy Eakin,TXTC,9,1,1,10,6:33,1,4
6695801,29313,3.253,Reggie Virgil,TXTC,9,3,1,11,4:33,1,24
6695821,29313,0.338,Coy Eakin,TXTC,9,1,1,10,4:09,1,6
6695864,29313,0.188,Coy Eakin,TXTC,9,2,1,4,3:38,1,3
6695955,29313,1.076,Coy Eakin,TXTC,9,1,1,10,2:22,1,9
6696514,29313,-0.879,Gavin Freeman,OKST,9,2,2,4,13:42,1,1
6696536,29313,-2.033,Terrill Davis,OKST,9,3,2,3,13:02,0,0
6690747,29317,-0.957,Kevin Coleman Jr.,MOUN,9,1,1,10,15:00,0,0
6690820,29317,2.881,Richie Hoskins,TNVA,9,3,1,8,12:37,1,12
6690925,29317,-1.944,Junior Sherrill,TNVA,9,3,1,5,10:21,0,0
6691343,29317,0.002,Ahmad Hardy,MOUN,9,2,1,2,9:36,1,2
6691414,29317,-0.583,Josh Manning,MOUN,9,1,1,10,8:46,1,2
6691888,29317,-0.465,Tre Richardson,TNVA,9,2,1,15,5:52,1,5
6691943,29317,-0.624,Eli Stowers,TNVA,9,3,1,10,5:08,0,0
6692787,29317,1.223,Tre Richardson,TNVA,9,1,1,10,0:55,1,16
6693238,29317,0.443,Eli Stowers,TNVA,9,1,2,10,14:49,1,13
6693342,29317,-0.723,Junior Sherrill,TNVA,9,2,2,11,13:18,0,0
6693898,29317,1.813,Marquis Johnson,MOUN,9,2,2,7,12:22,1,12
6693947,29317,-0.427,Josh Manning,MOUN,9,1,2,10,11:42,1,3
6694011,29317,1.426,Kevin Coleman Jr.,MOUN,9,1,2,10,10:47,1,9
6694032,29317,0.695,Kevin Coleman Jr.,MOUN,9,2,2,1,10:18,1,21
6694124,29317,-0.01,Brett Norfleet,MOUN,9,2,2,5,8:56,1,3
6694319,29317,0.417,Donovan Olugbode,MOUN,9,2,2,23,6:40,1,11
6694763,29317,2.388,Tre Richardson,TNVA,9,1,2,10,5:06,1,37
6694893,29317,0.806,Junior Sherrill,TNVA,9,1,2,10,4:47,1,8
6694912,29317,-0.366,Eli Stowers,TNVA,9,2,2,2,4:30,1,4
6694934,29317,0.848,Eli Stowers,TNVA,9,1,2,10,4:13,1,19
6695647,29317,0.053,Kevin Coleman Jr.,MOUN,9,2,2,9,1:12,1,5
6695813,29317,-1.513,Kevin Coleman Jr.,MOUN,9,3,2,14,0:34,0,0
6687079,29318,-0.93,Micah Mays Jr.,NCWF,9,1,3,10,2:53,0,0
6687147,29318,3.088,Chris Barnes,NCWF,9,3,3,9,2:13,1,15
6687165,29318,-0.305,Chris Barnes,NCWF,9,1,3,10,1:34,1,3
6687278,29318,2.329,Micah Mays Jr.,NCWF,9,3,3,7,1:00,1,16
6687309,29318,-0.748,Chris Barnes,NCWF,9,1,3,10,0:24,1,0
6687494,29318,1.294,Sterling Berkhalter,NCWF,9,1,4,15,15:00,1,22
6687731,29318,-0.456,Kamrean Johnson,NCWF,9,2,4,3,13:31,0,0
6687955,29318,-0.865,Jordan Hudson,TXMU,9,1,4,10,13:23,0,0
6688708,29318,-0.574,Sterling Berkhalter,NCWF,9,3,4,7,9:47,1,5
6689083,29318,-1.667,Sterling Berkhalter,NCWF,9,3,4,9,7:49,0,0
6689192,29318,-0.858,Jordan Hudson,TXMU,9,1,4,10,7:40,1,3
6689264,29318,1.276,TJ Harden,TXMU,9,1,4,15,7:11,1,12
6689353,29318,-1.107,Jordan Hudson,TXMU,9,3,4,4,5:41,0,0
6689508,29318,2.226,Sterling Berkhalter,NCWF,9,3,4,5,4:35,1,12
6689545,29318,1.221,Chris Barnes,NCWF,9,1,4,10,4:01,1,32
6689892,29318,1.33,Chris Barnes,NCWF,9,3,4,6,2:00,1,7
6690576,29318,1.299,Kamrean Johnson,NCWF,9,1,4,10,0:12,1,25
6690698,29319,0.105,Denzel Boston,WAUN,9,2,1,1,14:23,1,8
6690749,29319,1.142,Adam Mohammed,WAUN,9,1,1,10,12:36,1,9
6690784,29319,0.47,Denzel Boston,WAUN,9,1,1,10,11:13,1,19
6690812,29319,-1.104,Jordan Washington,WAUN,9,1,1,10,10:36,1,4
6690893,29319,0.419,Jonah Coleman,WAUN,9,1,1,20,10:18,1,7
6690946,29319,3.407,Dezmen Roebuck,WAUN,9,3,1,13,9:41,1,13
6691317,29319,0.765,Hank Beatty,ILUN,9,1,1,10,9:25,1,11
6691347,29319,-0.778,Hank Beatty,ILUN,9,1,1,10,8:56,0,0
6691493,29319,0.486,Hudson Clement,ILUN,9,3,1,2,8:10,1,2
6691587,29319,1.165,Cole Rusk,ILUN,9,2,1,10,7:14,1,11
6691721,29319,-1.745,Justin Bowick,ILUN,9,3,1,3,5:14,0,0
6692121,29319,0.95,Dezmen Roebuck,WAUN,9,1,1,15,4:47,1,10
6692174,29319,1.006,Adam Mohammed,WAUN,9,2,1,5,4:09,1,10
6692196,29319,-0.768,Decker DeGraaf,WAUN,9,1,1,10,3:29,0,0
6692272,29319,1.985,Denzel Boston,WAUN,9,2,1,10,3:25,1,28
6692459,29319,2.161,Dezmen Roebuck,WAUN,9,1,1,10,0:53,1,13
6693112,29319,3.174,Hank Beatty,ILUN,9,3,2,6,15:00,1,17
6693146,29319,-0.522,Collin Dixon,ILUN,9,1,2,10,14:37,1,2
6693379,29319,0.387,Hank Beatty,ILUN,9,2,2,7,11:47,1,5
6693532,29319,0.871,Kaden Feagin,ILUN,9,2,2,7,9:45,1,6
6693638,29319,1.023,Collin Dixon,ILUN,9,1,2,6,8:20,0,0
6693729,29319,1.704,Collin Dixon,ILUN,9,2,2,2,7:33,1,2
6694218,29319,-1.901,Decker DeGraaf,WAUN,9,3,2,3,6:20,0,0
6694481,29319,2.156,Collin Dixon,ILUN,9,1,2,10,6:10,1,25
6694573,29319,0.15,Aidan Laughery,ILUN,9,2,2,10,5:04,1,6
6694621,29319,-0.66,Hudson Clement,ILUN,9,1,2,10,4:08,0,0
6694690,29319,0.435,Hank Beatty,ILUN,9,3,2,2,3:17,1,9
6694831,29319,1.91,Justin Bowick,ILUN,9,2,2,21,2:36,0,0
6695080,29319,2.395,Tanner Arkin,ILUN,9,2,2,5,2:00,1,5
6695381,29319,0.476,Raiden Vines-Bright,WAUN,9,1,2,10,1:55,1,7
6695427,29319,-1.19,Denzel Boston,WAUN,9,2,2,3,1:50,0,0
6695492,29319,1.657,Denzel Boston,WAUN,9,3,2,3,1:46,1,5
6695572,29319,1.478,Denzel Boston,WAUN,9,2,2,6,1:31,1,18
6695592,29319,0.811,Jonah Coleman,WAUN,9,1,2,10,1:20,1,8
6695727,29319,-0.492,Denzel Boston,WAUN,9,1,2,10,1:01,0,0
6695769,29319,0.756,Denzel Boston,WAUN,9,2,2,10,0:56,1,8
6695897,29319,2.142,Jonah Coleman,WAUN,9,1,2,10,0:46,1,12
6696748,29282,1.454,Cyrus Allen,OHCI,9,1,2,6,2:39,1,6
6696922,29282,-0.456,Kobe Prentice,TXBA,9,2,2,6,2:09,1,3
6697133,29282,2.62,Josh Cameron,TXBA,9,3,2,3,2:00,1,16
6697155,29282,0.99,Ashtyn Hawkins,TXBA,9,1,2,10,1:55,1,15
6697187,29282,0.595,Bryson Washington,TXBA,9,1,2,10,1:40,1,12
6697312,29282,0.745,Michael Turner,TXBA,9,2,2,8,1:22,1,10
6697337,29282,-0.853,Josh Cameron,TXBA,9,1,2,10,1:07,1,-3
6697480,29282,3.582,Michael Trigg,TXBA,9,4,2,3,0:19,1,6
6698916,29282,-0.952,Kole Wilson,TXBA,9,1,3,10,14:01,0,0
6699014,29282,-1.072,Jadon Porter,TXBA,9,3,3,7,13:10,1,4
6699022,29282,3.942,Michael Trigg,TXBA,9,4,3,3,12:29,1,9
6699068,29282,-1.093,Kole Wilson,TXBA,9,2,3,7,11:24,0,0
6699143,29282,2.481,Josh Cameron,TXBA,9,1,3,9,10:41,1,9
6699182,29282,0,Josh Cameron,TXBA,9,0,3,0,10:36,0,0
6699219,29282,-1,Matthew Klopfenstein,TXBA,9,0,3,0,10:36,0,0
6699491,29282,-1.193,Jeff Caldwell,OHCI,9,2,3,4,10:04,0,0
6699513,29282,2.77,Cyrus Allen,OHCI,9,3,3,4,9:58,1,19
6699537,29282,-0.748,Jeff Caldwell,OHCI,9,1,3,10,9:36,0,0
6699579,29282,1.153,Noah Jennings,OHCI,9,3,3,3,8:58,1,10
6699631,29282,-0.776,Evan Pryor,OHCI,9,2,3,7,7:57,0,0
6699674,29282,1.463,Jeff Caldwell,OHCI,9,3,3,7,7:52,0,0
6699883,29282,-0.393,Tawee Walker,OHCI,9,3,3,20,6:00,1,7
6700309,29282,2.092,Josh Cameron,TXBA,9,2,3,8,4:39,0,0
6700376,29282,-0.236,Michael Turner,TXBA,9,2,3,8,3:59,1,4
6700464,29282,1.004,Ashtyn Hawkins,TXBA,9,1,3,10,2:03,1,8
6700492,29282,-0.689,Matthew Klopfenstein,TXBA,9,1,3,10,1:13,0,0
6700815,29282,1.991,Josh Cameron,TXBA,9,1,4,10,14:33,0,0
6700900,29282,0,Josh Cameron,TXBA,9,0,4,0,13:34,0,0
6701204,29282,3.047,Noah Jennings,OHCI,9,3,4,9,12:10,1,13
6701425,29282,-0.441,Tawee Walker,OHCI,9,2,4,7,9:13,1,2
6701851,29282,1.585,Isaiah Johnson,OHCI,9,3,4,1,4:32,1,8
6702051,29282,-1.398,Michael Turner,TXBA,9,3,4,15,3:17,1,5
6702070,29282,-1.522,Michael Trigg,TXBA,9,4,4,10,2:44,0,0
6696810,29287,1.229,Le'Meke Brockington,MNUN,9,1,3,10,15:00,1,14
6696919,29287,-2.172,Jameson Geers,MNUN,9,2,3,7,13:48,0,0
6697062,29287,0.419,Jacob Gill,IAUN,9,1,3,10,13:38,1,7
6697118,29287,-0.943,Nathan McNeil,IAUN,9,1,3,10,12:12,1,0
6697230,29287,-0.761,Jacob Gill,IAUN,9,3,3,8,10:44,1,7
6697652,29287,0.122,Javon Tracy,MNUN,9,3,3,16,8:40,1,8
6697930,29287,0.883,Zach Ortwerth,IAUN,9,2,3,5,7:02,1,19
6698225,29287,0.888,Cam Davis,MNUN,9,1,3,10,4:06,1,8
6698257,29287,0.173,Cam Davis,MNUN,9,2,3,2,3:42,1,4
6698360,29287,-1.199,Fame Ijeboi,MNUN,9,1,3,10,2:53,1,-3
6698375,29287,-0.699,Le'Meke Brockington,MNUN,9,2,3,13,2:18,1,2
6698462,29287,1.906,Fame Ijeboi,MNUN,9,3,3,6,1:21,0,0
6698669,29287,-0.822,Fame Ijeboi,MNUN,9,2,3,15,0:25,0,0
6698716,29287,0.075,Le'Meke Brockington,MNUN,9,3,3,15,0:19,1,9
6698912,29287,-0.952,Jacob Gill,IAUN,9,1,3,10,0:03,0,0
6699152,29287,-1.692,Jacob Gill,IAUN,9,3,4,4,14:16,0,0
6699343,29287,-0.955,Cam Davis,MNUN,9,1,4,10,14:02,0,0
6699417,29287,-1.125,Jameson Geers,MNUN,9,3,4,9,13:18,0,0
6700126,29287,3.257,Le'Meke Brockington,MNUN,9,3,4,10,8:55,1,14
6700157,29287,-5.772,Fame Ijeboi,MNUN,9,1,4,10,8:22,0,0
6700245,29287,0.37,KJ Parker,IAUN,9,2,4,9,7:35,1,6
6697578,29288,-1.121,Preston Rex,UTBY,9,2,3,10,14:24,0,0
6697639,29288,4.048,Chase Roberts,UTBY,9,3,3,10,14:19,1,27
6697677,29288,0.887,Parker Kingston,UTBY,9,1,3,10,13:43,1,19
6697696,29288,-0.556,Chase Roberts,UTBY,9,1,3,10,13:07,0,0
6697736,29288,0.569,Chase Roberts,UTBY,9,2,3,10,13:03,1,7
6697808,29288,-0.088,Chase Roberts,UTBY,9,1,3,9,12:01,1,3
6697862,29288,-0.935,Parker Kingston,UTBY,9,3,3,8,10:59,0,0
6698194,29288,0.205,Gabe Burkle,IAST,9,2,3,19,10:20,1,10
6698444,29288,1.841,Chase Roberts,UTBY,9,1,3,10,9:01,1,21
6698486,29288,-0.909,Parker Kingston,UTBY,9,1,3,10,8:33,0,0
6698778,29288,-0.689,Parker Kingston,UTBY,9,1,3,10,5:48,0,0
6698828,29288,0.878,Tiger Bachmeier,UTBY,9,2,3,10,5:42,1,8
6698850,29288,-1.411,Tiger Bachmeier,UTBY,9,3,3,2,5:03,0,0
6698894,29288,2.282,Chase Roberts,UTBY,9,4,3,2,4:50,1,7
6699464,29288,-0.68,Chase Sowell,IAST,9,2,3,20,2:40,0,0
6699690,29288,-0.566,Carsen Ryan,UTBY,9,2,3,8,1:04,1,3
6699716,29288,-1.081,Preston Rex,UTBY,9,3,3,5,0:21,0,0
6699791,29288,-0.371,Preston Rex,UTBY,9,1,3,10,0:05,1,2
6700036,29288,-0.065,Chase Roberts,UTBY,9,2,4,8,15:00,1,4
6700078,29288,3.977,Parker Kingston,UTBY,9,3,4,4,14:26,1,27
6700323,29288,-8.762,Gabe Burkle,IAST,9,2,4,9,13:48,0,0
6700574,29288,-0.417,Gabe Burkle,IAST,9,2,4,10,13:07,1,4
