pff_PLAYID,pff_GAMEID,pff_EXPECTED_POINTS_ADDED,target_name,offense,week,down,quarter,distance,game_clock,completion,yards,position,origin,destination
6609039,29197,-0.348,Kam Shanks,ARUN,7,3,2,17,01:43,1,8,WR,UAB,Arkansas
6611144,29197,-0.939,Jaden Platt,ARUN,7,1,3,10,11:15,0,0,TE,Texas A&M,Arkansas
6611187,29197,3.619,Kam Shanks,ARUN,7,3,3,8,10:29,1,24,WR,UAB,Arkansas
6611508,29197,-0.92,Rohan Jones,ARUN,7,1,3,10,08:37,0,0,TE,Montana State,Arkansas
6611709,29197,-3.656,O'Mega Blake,ARUN,7,4,3,3,06:07,0,0,WR,Charlotte,Arkansas
6611967,29197,-1.14,O'Mega Blake,ARUN,7,2,3,8,04:19,0,0,WR,Charlotte,Arkansas
6612272,29197,2.09,O'Mega Blake,ARUN,7,2,3,11,01:38,1,12,WR,Charlotte,Arkansas
6612842,29197,-0.244,Jaden Platt,ARUN,7,2,4,15,12:27,1,6,TE,Texas A&M,Arkansas
6612866,29197,3.545,O'Mega Blake,ARUN,7,3,4,9,11:49,1,18,WR,Charlotte,Arkansas
6612935,29197,0.414,Raylen Sharpe,ARUN,7,1,4,10,09:12,1,6,WR,Fresno State,Arkansas
6613042,29197,2.481,Rohan Jones,ARUN,7,1,4,9,08:23,1,9,TE,Montana State,Arkansas
6613324,29197,2.545,Raylen Sharpe,ARUN,7,1,4,10,04:50,1,30,WR,Fresno State,Arkansas
6613359,29197,0.409,Raylen Sharpe,ARUN,7,1,4,10,04:02,1,6,WR,Fresno State,Arkansas
6613423,29197,-0.496,Kam Shanks,ARUN,7,1,4,10,03:12,0,0,WR,UAB,Arkansas
6613443,29197,-0.695,O'Mega Blake,ARUN,7,2,4,10,03:07,0,0,WR,Charlotte,Arkansas
6613463,29197,3.896,Kam Shanks,ARUN,7,3,4,10,03:02,1,12,WR,UAB,Arkansas
6608564,29198,0.067,Emmett Mosley V,TXUN,7,2,3,16,12:38,1,8,WR,Stanford,Texas
6609286,29198,-1.459,Isaiah Sategna III,OKUN,7,3,3,5,07:01,0,0,WR,Arkansas,Oklahoma
6609605,29198,-1.125,Emmett Mosley V,TXUN,7,2,3,7,06:02,0,0,WR,Stanford,Texas
6610416,29198,-3.599,Isaiah Sategna III,OKUN,7,3,4,12,13:47,0,0,WR,Arkansas,Oklahoma
6611457,29198,1.342,JV Gibson,OKUN,7,1,4,10,09:54,1,17,WR,Arkansas-Pine Bluff,Oklahoma
6611486,29198,-1.571,Jer'Michael Carter,OKUN,7,2,4,1,08:11,1,-2,WR,McNeese,Oklahoma
6611503,29198,-0.611,Isaiah Sategna III,OKUN,7,1,4,10,07:06,0,0,WR,Arkansas,Oklahoma
6612028,29198,2.01,Isaiah Sategna III,OKUN,7,3,4,22,02:00,1,21,WR,Arkansas,Oklahoma
6612069,29198,-0.806,Jer'Michael Carter,OKUN,7,1,4,10,01:28,0,0,WR,McNeese,Oklahoma
6612082,29198,-1.042,JV Gibson,OKUN,7,2,4,10,01:23,0,0,WR,Arkansas-Pine Bluff,Oklahoma
6612095,29198,-2.211,Isaiah Sategna III,OKUN,7,3,4,10,01:17,0,0,WR,Arkansas,Oklahoma
6612913,29199,3.508,Mario Craver,TXAM,7,1,1,10,11:08,1,67,WR,Mississippi State,Texas A&M
6613004,29199,-1.086,J. Michael Sturdivant,FLUN,7,2,1,10,09:42,0,0,WR,UCLA,Florida
6613136,29199,0.801,KC Concepcion,TXAM,7,2,1,3,08:21,1,8,WR,NC State,Texas A&M
6613157,29199,1.668,Nate Boerkircher,TXAM,7,1,1,10,07:43,1,28,TE,Nebraska,Texas A&M
6613351,29199,2.161,J. Michael Sturdivant,FLUN,7,1,1,10,06:19,1,26,WR,UCLA,Florida
6613389,29199,-0.739,J. Michael Sturdivant,FLUN,7,1,1,10,04:58,0,0,WR,UCLA,Florida
6613566,29199,-0.952,KC Concepcion,TXAM,7,1,1,10,03:38,0,0,WR,NC State,Texas A&M
6613654,29199,1.588,Mario Craver,TXAM,7,3,1,4,01:06,1,10,WR,Mississippi State,Texas A&M
6614793,29199,1.146,KC Concepcion,TXAM,7,1,2,10,07:04,1,9,WR,NC State,Texas A&M
6614857,29199,-1.843,Mario Craver,TXAM,7,3,2,6,04:27,0,0,WR,Mississippi State,Texas A&M
6613362,29201,0.815,Boden Groen,KSUN,7,1,1,10,12:56,1,10,TE,Rice,Kansas
6613777,29201,3.22,Terrance Carter Jr.,TXTC,7,3,1,7,08:46,1,21,TE,Louisiana,Texas Tech
6613945,29201,-0.688,Emmanuel Henderson Jr.,KSUN,7,3,1,9,07:51,1,5,WR,Alabama,Kansas
6614082,29201,-0.807,Reggie Virgil,TXTC,7,1,1,10,06:33,0,0,WR,Miami (OH),Texas Tech
6614108,29201,1.544,Reggie Virgil,TXTC,7,2,1,10,06:28,1,13,WR,Miami (OH),Texas Tech
6614126,29201,-0.228,Terrance Carter Jr.,TXTC,7,1,1,10,06:09,1,3,TE,Louisiana,Texas Tech
6614350,29201,1.002,Bryson Canty,KSUN,7,1,1,10,03:33,1,11,WR,Columbia,Kansas
6614635,29201,-0.305,Boden Groen,KSUN,7,3,2,17,15:00,1,6,TE,Rice,Kansas
6614739,29201,3.141,Reggie Virgil,TXTC,7,3,2,8,13:15,1,21,WR,Miami (OH),Texas Tech
6613628,29203,-0.957,Donaven McCulley,MIUN,7,1,1,10,08:57,0,0,WR,Indiana,Michigan
6613133,29208,-1.528,Sam Phillips,IAUN,7,3,1,4,04:44,0,0,WR,Chattanooga,Iowa
6613314,29208,1.204,Sam Phillips,IAUN,7,2,1,6,03:13,1,14,WR,Chattanooga,Iowa
6613684,29208,-2.515,Lance Mason,WIUN,7,3,1,1,00:18,0,0,TE,Missouri State,Wisconsin
6614533,29208,-4.148,Lance Mason,WIUN,7,4,2,1,06:01,0,0,TE,Missouri State,Wisconsin
6614732,29208,1.778,Lance Mason,WIUN,7,1,2,10,03:04,1,29,TE,Missouri State,Wisconsin
6614909,29208,-1.422,Jayden Ballard,WIUN,7,3,2,13,01:54,0,0,WR,Ohio State,Wisconsin
6615122,29162,1.155,Kris Hutson,AZUN,7,1,1,10,04:15,1,15,WR,Washington State,Arizona
6615132,29162,-0.845,Kris Hutson,AZUN,7,1,1,10,03:56,0,0,WR,Washington State,Arizona
6615190,29162,-1.107,Cameron Barmore,AZUN,7,2,1,10,03:32,0,0,WR,Mercyhurst College,Arizona
6615225,29162,3.002,Kris Hutson,AZUN,7,4,1,2,02:41,1,10,WR,Washington State,Arizona
6615298,29162,2.244,Kris Hutson,AZUN,7,1,1,10,00:39,1,17,WR,Washington State,Arizona
6618017,29162,-0.417,Javin Whatley,AZUN,7,2,2,1,11:10,0,0,WR,Chattanooga,Arizona
6618113,29162,-1.663,Kris Hutson,AZUN,7,3,2,6,09:41,0,0,WR,Washington State,Arizona
6618819,29162,-0.854,Javin Whatley,AZUN,7,1,2,10,00:18,0,0,WR,Chattanooga,Arizona
6619193,29162,0.656,Kris Hutson,AZUN,7,1,3,10,13:51,1,10,WR,Washington State,Arizona
6619210,29162,1.9,Kris Hutson,AZUN,7,2,3,12,12:44,1,19,WR,Washington State,Arizona
6619246,29162,0.731,Tre Spivey,AZUN,7,1,3,25,11:56,1,10,WR,Kansas State,Arizona
6619313,29162,0.474,Kris Hutson,AZUN,7,2,3,10,10:29,1,7,WR,Washington State,Arizona
6619324,29162,-0.184,Luke Wysong,AZUN,7,3,3,3,09:53,1,2,WR,New Mexico,Arizona
6619631,29162,-1.089,Kris Hutson,AZUN,7,2,3,11,04:39,0,0,WR,Washington State,Arizona
6619645,29162,-1.308,Tre Spivey,AZUN,7,3,3,11,04:33,0,0,WR,Kansas State,Arizona
6615424,29164,0.302,Eric Singleton Jr.,ALAU,7,1,2,15,09:27,1,7,WR,Georgia Tech,Auburn
6615445,29164,-0.827,Preston Howard,ALAU,7,2,2,8,08:54,1,2,TE,Maryland,Auburn
6616592,29164,0.838,Zachariah Branch,GAUN,7,2,2,10,00:49,1,1,WR,USC,Georgia
6617628,29164,2.573,Noah Thomas,GAUN,7,3,3,7,13:17,0,0,WR,Texas A&M,Georgia
6617657,29164,-1.024,Zachariah Branch,GAUN,7,1,3,10,13:13,1,-1,WR,USC,Georgia
6617704,29164,-0.907,Zachariah Branch,GAUN,7,3,3,11,12:27,1,6,WR,USC,Georgia
6617806,29164,0.823,Preston Howard,ALAU,7,2,3,8,10:44,1,7,TE,Maryland,Auburn
6617937,29164,-4.148,Preston Howard,ALAU,7,4,3,1,09:15,0,0,TE,Maryland,Auburn
6618049,29164,3.299,Noah Thomas,GAUN,7,2,3,10,07:52,1,30,WR,Texas A&M,Georgia
6618441,29164,-0.679,Zachariah Branch,GAUN,7,1,3,10,02:54,0,0,WR,USC,Georgia
6618756,29164,2.213,Zachariah Branch,GAUN,7,3,4,7,14:26,1,13,WR,USC,Georgia
6618869,29164,-0.873,Noah Thomas,GAUN,7,2,4,9,13:11,0,0,WR,Texas A&M,Georgia
6619073,29164,-1.178,Eric Singleton Jr.,ALAU,7,2,4,7,11:26,0,0,WR,Georgia Tech,Auburn
6619189,29164,1.703,Zachariah Branch,GAUN,7,3,4,4,08:08,1,6,WR,USC,Georgia
6619215,29164,0.689,Zachariah Branch,GAUN,7,1,4,20,07:04,1,9,WR,USC,Georgia
6619235,29164,1.474,Zachariah Branch,GAUN,7,2,4,11,06:27,1,10,WR,USC,Georgia
6619281,29164,1.005,Zachariah Branch,GAUN,7,2,4,8,03:53,1,7,WR,USC,Georgia
6619510,29164,-0.67,Preston Howard,ALAU,7,3,4,10,01:12,1,6,TE,Maryland,Auburn
6615998,29166,-1.633,Tristan Smith,SCCL,7,2,2,10,00:08,1,11,WR,Southeast Missouri State,Clemson
6617894,29166,-1.956,Zeke Moore,MABC,7,3,4,2,15:00,0,0,TE,Florida Atlantic,Boston College
6618593,29166,-1.145,Tristan Smith,SCCL,7,1,4,10,04:35,1,-2,WR,Southeast Missouri State,Clemson
6615812,29182,0.955,Barion Brown,LAST,7,1,2,10,09:31,1,11,WR,Kentucky,LSU
6617801,29182,-0.705,Jordan Dingle,SCUN,7,3,3,14,09:11,1,4,TE,Kentucky,South Carolina
6619260,29182,-0.607,Bauer Sharp,LAST,7,1,4,10,04:17,0,0,TE,Oklahoma,LSU
6619289,29182,0.993,Barion Brown,LAST,7,2,4,10,04:12,1,11,WR,Kentucky,LSU
6615307,29186,-4.733,Nitro Tuggle,INPU,7,1,2,10,09:46,0,0,WR,Georgia,Purdue
6615470,29186,-0.957,EJ Horton Jr.,INPU,7,1,2,10,08:44,0,0,WR,Florida Atlantic,Purdue
6615523,29186,-0.515,Chauncey Magwood,INPU,7,1,2,10,07:41,1,2,WR,UCF,Purdue
6615612,29186,0.744,Michael Jackson III,INPU,7,2,2,5,04:18,1,14,WR,Georgia,Purdue
6616057,29186,0.655,Javon Tracy,MNUN,7,2,2,7,00:30,1,9,WR,Miami (OH),Minnesota
6617001,29186,-1.233,Logan Loya,MNUN,7,3,3,7,14:16,0,0,WR,UCLA,Minnesota
6617077,29186,-1.121,Corey Smith,INPU,7,2,3,7,13:27,0,0,WR,Tulsa,Purdue
6617111,29186,2.985,Corey Smith,INPU,7,3,3,7,13:22,1,13,WR,Tulsa,Purdue
6617122,29186,1.171,Corey Smith,INPU,7,1,3,10,13:03,0,0,WR,Tulsa,Purdue
6617191,29186,1.852,Nitro Tuggle,INPU,7,2,3,10,12:52,1,17,WR,Georgia,Purdue
6617435,29186,-0.495,Rico Walker,INPU,7,3,3,10,09:05,1,7,TE,Auburn,Purdue
6617546,29186,1.478,Javon Tracy,MNUN,7,1,3,10,08:15,1,19,WR,Miami (OH),Minnesota
6617559,29186,0.06,Javon Tracy,MNUN,7,1,3,10,07:39,1,5,WR,Miami (OH),Minnesota
6617584,29186,-0.666,Javon Tracy,MNUN,7,1,3,10,06:29,0,0,WR,Miami (OH),Minnesota
6617641,29186,-0.533,Drew Biber,MNUN,7,1,3,10,05:33,0,0,TE,Purdue,Minnesota
6617830,29186,-0.956,EJ Horton Jr.,INPU,7,1,3,10,05:08,0,0,WR,Florida Atlantic,Purdue
6617874,29186,-1.09,Nitro Tuggle,INPU,7,3,3,9,04:26,0,0,WR,Georgia,Purdue
6618025,29186,-0.781,Rico Walker,INPU,7,1,3,10,03:06,1,1,TE,Auburn,Purdue
6618207,29186,-0.898,Nitro Tuggle,INPU,7,2,4,8,14:32,0,0,WR,Georgia,Purdue
6618222,29186,-1.526,Rico Walker,INPU,7,3,4,8,14:27,0,0,TE,Auburn,Purdue
6618260,29186,-1.155,Javon Tracy,MNUN,7,2,4,11,13:37,0,0,WR,Miami (OH),Minnesota
6618373,29186,1.117,Drew Biber,MNUN,7,1,4,10,11:51,1,9,TE,Purdue,Minnesota
6618521,29186,-0.508,Javon Tracy,MNUN,7,1,4,10,09:56,0,0,WR,Miami (OH),Minnesota
6618557,29186,1.732,Javon Tracy,MNUN,7,3,4,10,09:46,1,16,WR,Miami (OH),Minnesota
6618754,29186,-7.31,Nitro Tuggle,INPU,7,1,4,10,07:47,0,0,WR,Georgia,Purdue
6618903,29186,2.186,Michael Jackson III,INPU,7,2,4,9,07:08,1,15,WR,Georgia,Purdue
6618913,29186,-0.141,Corey Smith,INPU,7,1,4,10,06:49,1,4,WR,Tulsa,Purdue
6618959,29186,0.795,Michael Jackson III,INPU,7,1,4,10,05:51,1,13,WR,Georgia,Purdue
6618985,29186,1.207,Nitro Tuggle,INPU,7,2,4,9,04:40,1,14,WR,Georgia,Purdue
6619015,29186,-0.77,Corey Smith,INPU,7,2,4,10,04:01,0,0,WR,Tulsa,Purdue
6619074,29186,2.581,Michael Jackson III,INPU,7,4,4,5,03:25,1,7,WR,Georgia,Purdue
6619085,29186,-1.279,Michael Jackson III,INPU,7,2,4,5,02:25,0,0,WR,Georgia,Purdue
6619106,29186,-0.712,Corey Smith,INPU,7,2,4,15,02:20,0,0,WR,Tulsa,Purdue
6619125,29186,-0.129,Corey Smith,INPU,7,3,4,15,02:15,1,8,WR,Tulsa,Purdue
6619203,29186,-2.58,Michael Jackson III,INPU,7,4,4,7,02:00,0,0,WR,Georgia,Purdue
6619342,29186,-0.925,Corey Smith,INPU,7,1,4,10,00:15,0,0,WR,Tulsa,Purdue
6619346,29186,-1.121,Corey Smith,INPU,7,2,4,10,00:08,0,0,WR,Tulsa,Purdue
6619360,29186,0.0,Corey Smith,INPU,7,3,4,10,00:03,1,12,WR,Tulsa,Purdue
6615203,29199,-0.803,Nate Boerkircher,TXAM,7,2,2,7,02:00,1,2,TE,Nebraska,Texas A&M
6615217,29199,-0.713,KC Concepcion,TXAM,7,3,2,5,01:56,0,0,WR,NC State,Texas A&M
6616071,29199,-1.185,KC Concepcion,TXAM,7,2,3,7,14:35,0,0,WR,NC State,Texas A&M
6616082,29199,-1.233,KC Concepcion,TXAM,7,3,3,7,14:31,0,0,WR,NC State,Texas A&M
6616174,29199,0.355,Amari Niblack,TXAM,7,1,3,10,12:49,1,13,TE,Texas,Texas A&M
6616208,29199,-0.64,Nate Boerkircher,TXAM,7,2,3,10,11:38,0,0,TE,Nebraska,Texas A&M
6616363,29199,-1.074,J. Michael Sturdivant,FLUN,7,2,3,11,10:04,0,0,WR,UCLA,Florida
6616747,29199,-0.713,Nate Boerkircher,TXAM,7,3,3,9,06:32,1,5,TE,Nebraska,Texas A&M
6617238,29199,0.309,Amari Niblack,TXAM,7,1,3,10,03:00,1,6,TE,Texas,Texas A&M
6617292,29199,0.542,KC Concepcion,TXAM,7,1,3,10,01:21,1,15,WR,NC State,Texas A&M
6617416,29199,-3.634,KC Concepcion,TXAM,7,3,4,7,15:00,0,0,WR,NC State,Texas A&M
6617446,29199,2.323,J. Michael Sturdivant,FLUN,7,1,4,10,14:53,1,27,WR,UCLA,Florida
6617948,29199,1.17,KC Concepcion,TXAM,7,3,4,4,06:32,1,14,WR,NC State,Texas A&M
6615080,29201,2.218,Emmanuel Henderson Jr.,KSUN,7,2,2,7,10:24,1,18,WR,Alabama,Kansas
6615179,29201,-0.996,Levi Wentz,KSUN,7,2,2,5,09:33,1,23,WR,Albany,Kansas
6615114,29201,1.847,Cam Pickett,KSUN,7,2,2,10,09:12,1,14,WR,Ball State,Kansas
6615162,29201,0.741,Bryson Canty,KSUN,7,1,2,10,07:26,1,20,WR,Columbia,Kansas
6615387,29201,-1.097,Terrance Carter Jr.,TXTC,7,2,2,12,06:23,0,0,TE,Louisiana,Texas Tech
6615395,29201,-0.385,Terrance Carter Jr.,TXTC,7,3,2,12,06:18,0,0,TE,Louisiana,Texas Tech
6615513,29201,-1.122,Boden Groen,KSUN,7,2,2,6,05:30,1,0,TE,Rice,Kansas
6615517,29201,-2.015,Emmanuel Henderson Jr.,KSUN,7,3,2,6,04:47,0,0,WR,Alabama,Kansas
6615634,29201,-1.118,Reggie Virgil,TXTC,7,2,2,16,02:34,0,0,WR,Miami (OH),Texas Tech
6615666,29201,-1.327,Reggie Virgil,TXTC,7,3,2,16,02:28,0,0,WR,Miami (OH),Texas Tech
6615776,29201,2.072,Cam Pickett,KSUN,7,2,2,15,02:00,1,14,WR,Ball State,Kansas
6615797,29201,1.063,Cam Pickett,KSUN,7,3,2,1,01:51,1,19,WR,Ball State,Kansas
6615842,29201,-0.25,Cam Pickett,KSUN,7,2,2,18,01:29,1,5,WR,Ball State,Kansas
6615865,29201,4.775,Boden Groen,KSUN,7,3,2,13,01:23,1,24,TE,Rice,Kansas
6615946,29201,-0.238,Terrance Carter Jr.,TXTC,7,1,2,10,01:17,1,4,TE,Louisiana,Texas Tech
6616026,29201,-1.763,Terrance Carter Jr.,TXTC,7,3,2,6,00:43,0,0,TE,Louisiana,Texas Tech
6616092,29201,-0.089,Boden Groen,KSUN,7,1,2,10,00:22,1,4,TE,Rice,Kansas
6616122,29201,-0.276,Boden Groen,KSUN,7,2,2,6,00:15,1,3,TE,Rice,Kansas
6616135,29201,-2.106,Boden Groen,KSUN,7,3,2,3,00:10,1,5,TE,Rice,Kansas
6617211,29201,-0.028,Boden Groen,KSUN,7,1,3,10,11:28,1,5,TE,Rice,Kansas
6617219,29201,0.023,Boden Groen,KSUN,7,2,3,5,11:06,1,4,TE,Rice,Kansas
6617556,29201,0.051,Boden Groen,KSUN,7,3,3,22,05:57,1,4,TE,Rice,Kansas
6617684,29201,-1.109,Reggie Virgil,TXTC,7,2,3,6,04:46,0,0,WR,Miami (OH),Texas Tech
6617708,29201,-1.737,Terrance Carter Jr.,TXTC,7,3,3,6,04:41,0,0,TE,Louisiana,Texas Tech
6617775,29201,-0.248,Cam Pickett,KSUN,7,1,3,10,04:30,1,4,WR,Ball State,Kansas
6617790,29201,2.812,Cam Pickett,KSUN,7,2,3,6,03:45,1,26,WR,Ball State,Kansas
6618274,29201,-1.119,Boden Groen,KSUN,7,2,4,10,14:04,0,0,TE,Rice,Kansas
6618320,29201,2.816,Levi Wentz,KSUN,7,3,4,10,13:58,0,0,WR,Albany,Kansas
6618378,29201,1.444,Emmanuel Henderson Jr.,KSUN,7,2,4,6,13:25,1,19,WR,Alabama,Kansas
6618486,29201,-0.321,Boden Groen,KSUN,7,1,4,20,12:51,1,1,TE,Rice,Kansas
6618509,29201,-1.104,Bryson Canty,KSUN,7,2,4,19,12:11,1,11,WR,Columbia,Kansas
6618714,29201,-1.839,Reggie Virgil,TXTC,7,3,4,5,07:31,0,0,WR,Miami (OH),Texas Tech
6618857,29201,1.649,Levi Wentz,KSUN,7,2,4,8,06:57,1,10,WR,Albany,Kansas
6618911,29201,-0.231,Boden Groen,KSUN,7,2,4,17,05:58,1,6,TE,Rice,Kansas
6619201,29201,-0.85,Bryson Canty,KSUN,7,2,4,1,00:47,0,0,WR,Columbia,Kansas
6619229,29201,0.026,Boden Groen,KSUN,7,1,4,10,00:33,1,4,TE,Rice,Kansas
6619257,29201,0.0,Bryson Canty,KSUN,7,4,4,16,00:01,0,0,WR,Columbia,Kansas
6615210,29203,2.674,Donaven McCulley,MIUN,7,3,2,7,07:00,1,12,WR,Indiana,Michigan
6615333,29203,2.871,Donaven McCulley,MIUN,7,2,2,8,03:15,1,8,WR,Indiana,Michigan
6617081,29203,-1.263,Donaven McCulley,MIUN,7,3,3,10,08:12,0,0,WR,Indiana,Michigan
6617463,29203,2.09,Donaven McCulley,MIUN,7,2,3,8,02:29,1,19,WR,Indiana,Michigan
6617527,29203,-3.561,Donaven McCulley,MIUN,7,3,3,10,00:44,0,0,WR,Indiana,Michigan
6618136,29203,-1.0,Donaven McCulley,MIUN,7,0,4,0,09:17,0,0,WR,Indiana,Michigan
6618879,29203,-0.948,Donaven McCulley,MIUN,7,1,4,10,01:52,0,0,WR,Indiana,Michigan
6618634,29204,-0.957,Jaren Hamilton,AZST,7,1,1,10,09:56,0,0,WR,Alabama,Arizona State
6619139,29204,-0.925,Larry Simmons,UTUN,7,1,1,10,02:34,0,0,WR,Southern Miss,Utah
6619401,29204,1.105,Tobias Merriweather,UTUN,7,1,2,10,12:09,1,9,WR,California,Utah
6619535,29204,-0.16,Jalen Moss,AZST,7,2,2,5,09:03,1,3,WR,Fresno State,Arizona State
6616717,29208,-1.58,Jayden Ballard,WIUN,7,3,4,4,12:13,0,0,WR,Ohio State,Wisconsin
6619821,29162,-3.866,Carsen Ryan,UTBY,7,2,3,10,00:24,0,0,TE,Utah,BYU
6620020,29162,2.11,Javin Whatley,AZUN,7,3,4,4,14:18,1,9,WR,Chattanooga,Arizona
6620034,29162,-0.835,Kris Hutson,AZUN,7,1,4,10,13:41,0,0,WR,Washington State,Arizona
6620080,29162,2.77,Kris Hutson,AZUN,7,3,4,10,13:28,1,14,WR,Washington State,Arizona
6620105,29162,-0.696,Luke Wysong,AZUN,7,1,4,10,12:50,0,0,WR,New Mexico,Arizona
6620143,29162,0.452,Luke Wysong,AZUN,7,3,4,8,12:02,1,7,WR,New Mexico,Arizona
6620331,29162,-0.833,Tiger Bachmeier,UTBY,7,1,4,10,08:24,0,0,WR,Stanford,BYU
6621184,29162,0.431,Kris Hutson,AZUN,7,3,5,6,12:00,1,5,WR,Washington State,Arizona
6621203,29162,-0.425,Kris Hutson,AZUN,7,1,5,10,11:40,0,0,WR,Washington State,Arizona
6621213,29162,-0.23,Javin Whatley,AZUN,7,2,5,10,11:30,1,3,WR,Chattanooga,Arizona
6621242,29162,0.0,Javin Whatley,AZUN,7,4,5,6,11:10,0,0,WR,Chattanooga,Arizona
6620877,29204,-0.788,Tobias Merriweather,UTUN,7,1,3,10,04:01,0,0,WR,California,Utah
6621368,29204,0.595,Jalen Moss,AZST,7,1,4,10,06:07,1,12,WR,Fresno State,Arizona State
6621434,29204,3.487,Otto Tia,UTUN,7,2,4,7,02:38,1,32,WR,Utah State,Utah
6635979,29216,-1.111,Connor Cox,NCUN,8,1,1,10,12:41,1,-1,TE,South Carolina,North Carolina
6635988,29216,-1.378,Nathan Leacock,NCUN,8,3,1,6,11:30,1,5,WR,Purdue,North Carolina
6636009,29216,-0.608,Jacob De Jesus,CAUN,8,3,1,8,10:07,0,0,WR,UNLV,California
6636047,29216,-1.859,Nathan Leacock,NCUN,8,3,1,10,08:32,0,0,WR,Purdue,North Carolina
6636152,29216,1.042,Nathan Leacock,NCUN,8,2,1,10,04:57,0,0,WR,Purdue,North Carolina
6636169,29216,-0.952,Jacob De Jesus,CAUN,8,1,1,10,04:48,0,0,WR,UNLV,California
6636175,29216,-0.265,Jacob De Jesus,CAUN,8,2,1,10,04:44,1,5,WR,UNLV,California
6636182,29216,2.508,Mark Hamper,CAUN,8,3,1,5,04:08,1,12,WR,Wisconsin,California
6636187,29216,-1.091,Jacob De Jesus,CAUN,8,2,1,10,03:02,0,0,WR,UNLV,California
6636192,29216,3.14,Jacob De Jesus,CAUN,8,3,1,10,02:57,1,23,WR,UNLV,California
6636229,29216,0.215,Jacob De Jesus,CAUN,8,1,1,10,01:21,1,5,WR,UNLV,California
6636230,29216,1.927,Jacob De Jesus,CAUN,8,2,1,5,00:49,1,7,WR,UNLV,California
6636275,29216,-1.099,Nathan Leacock,NCUN,8,3,2,12,13:46,0,0,WR,Purdue,North Carolina
6636364,29216,2.742,Connor Cox,NCUN,8,4,2,2,08:23,1,9,TE,South Carolina,North Carolina
6636399,29216,-0.952,Mason Mini,CAUN,8,1,2,10,06:14,0,0,TE,Idaho,California
6636403,29216,-1.167,Jacob De Jesus,CAUN,8,2,2,10,06:10,0,0,WR,UNLV,California
6636409,29216,-0.127,Jacob De Jesus,CAUN,8,1,2,10,05:25,1,4,WR,UNLV,California
6636411,29216,0.864,Jacob De Jesus,CAUN,8,2,2,6,04:58,1,9,WR,UNLV,California
6636421,29216,-1.541,Mason Mini,CAUN,8,3,2,11,03:26,0,0,TE,Idaho,California
6636477,29216,-0.489,Mason Mini,CAUN,8,3,2,9,00:57,0,0,TE,Idaho,California
6636582,29216,0.451,Mason Mini,CAUN,8,2,3,11,13:28,1,8,TE,Idaho,California
6636588,29216,3.227,Jacob De Jesus,CAUN,8,4,3,1,12:07,1,15,WR,UNLV,California
6636590,29216,1.151,Jacob De Jesus,CAUN,8,1,3,10,11:37,1,9,WR,UNLV,California
6636594,29216,-0.195,Quaron Adams,CAUN,8,2,3,1,11:00,1,18,WR,South Dakota,California
6636652,29216,-0.667,Jacob De Jesus,CAUN,8,1,3,10,04:56,1,2,WR,UNLV,California
6636657,29216,-1.15,Mason Mini,CAUN,8,2,3,8,04:30,0,0,TE,Idaho,California
6636755,29216,-1.173,Jacob De Jesus,CAUN,8,2,4,9,11:42,0,0,WR,UNLV,California
6636759,29216,-0.003,Jacob De Jesus,CAUN,8,3,4,19,11:06,1,5,WR,UNLV,California
6636784,29216,-5.217,Nathan Leacock,NCUN,8,2,4,8,03:57,1,12,WR,Purdue,North Carolina
6636789,29216,1.713,Jacob De Jesus,CAUN,8,2,4,8,03:03,1,11,WR,UNLV,California
6636792,29216,1.358,Jacob De Jesus,CAUN,8,2,4,12,02:16,1,11,WR,UNLV,California
6634915,29217,1.73,TreyShun Hurry,KYLO,8,2,1,9,13:49,1,11,WR,San José State,Louisville
6634936,29217,-0.238,CJ Daniels,FLMI,8,1,1,10,08:55,1,4,WR,LSU,Miami
6634957,29217,2.058,CJ Daniels,FLMI,8,1,1,10,05:09,1,30,WR,LSU,Miami
6634974,29217,0.832,Dacari Collins,KYLO,8,2,1,8,01:03,1,7,WR,NC State,Louisville
6634979,29217,-0.882,Dacari Collins,KYLO,8,1,2,10,14:59,0,0,WR,NC State,Louisville
6634982,29217,-1.554,Dacari Collins,KYLO,8,3,2,10,14:53,0,0,WR,NC State,Louisville
6634990,29217,2.223,CJ Daniels,FLMI,8,2,2,12,13:36,1,13,WR,LSU,Miami
6635010,29217,1.963,Alex Bauman,FLMI,8,1,2,15,09:01,1,14,TE,Tulane,Miami
6635017,29217,-2.286,Keelan Marion,FLMI,8,2,2,10,07:24,0,0,WR,BYU,Miami
6635116,29217,1.744,TreyShun Hurry,KYLO,8,3,2,4,01:26,1,5,WR,San José State,Louisville
6635127,29217,-1.096,Dacari Collins,KYLO,8,2,2,10,01:02,0,0,WR,NC State,Louisville
6635222,29217,-1.143,CJ Daniels,FLMI,8,2,3,8,14:25,0,0,WR,LSU,Miami
6635240,29217,0.916,Dacari Collins,KYLO,8,1,3,10,12:50,1,14,WR,NC State,Louisville
6635297,29217,-0.88,CJ Daniels,FLMI,8,1,3,10,09:13,0,0,WR,LSU,Miami
6635418,29217,-0.948,Keelan Marion,FLMI,8,1,3,10,04:43,1,-1,WR,BYU,Miami
6635420,29217,2.29,Keelan Marion,FLMI,8,2,3,11,04:23,1,15,WR,BYU,Miami
